AP1,AP2,AP3,AP4,AP5,AP6,AP7,AP8,AP9,AP10,AP11,AP12,AP13,AP14,AP15,AP16,AP17,AP18,AP19,AP20,AP21,AP22,AP23,AP24,AP25,AP26,AP27,AP28,AP29,AP30,AP31,AP32,AP33,AP34,AP35,AP36,AP37,AP38,AP39,AP40,AP41,AP42,AP43,AP44,AP45,AP46,AP47,AP48,AP49,Room
0,-82,0,0,-71,-69,-73,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534
0,-83,0,0,-74,-77,-78,-88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-87,-81,0,-73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534
0,-83,0,0,-77,-75,-78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534
0,-86,0,0,-73,-77,-77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-83,0,0,-80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534
0,-85,0,0,-79,-70,-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534
0,-82,0,0,-69,-68,-77,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-83,-89,0,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534
0,-82,0,0,-69,-77,0,-90,-88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534
0,0,0,0,-79,-75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-90,0,0,-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534
0,-82,0,0,-76,-77,-77,-88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-88,-84,0,-81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534
0,-80,0,0,-69,-75,-74,-88,-88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-83,-89,0,-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534
0,-88,0,0,-74,-75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-87,0,0,-75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534
0,-76,-90,0,-56,-84,-66,-79,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534
0,-76,0,0,-63,-83,-68,-77,-84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534
-84,0,0,0,-64,-76,-68,-75,-87,0,-89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534
0,-69,0,0,-58,-76,-65,-79,-81,0,0,0,0,0,0,-85,0,0,0,0,0,0,0,0,0,0,-85,-83,0,-73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534
0,-64,-85,0,-54,0,0,-71,-77,0,-78,0,-84,0,0,-72,0,0,-89,0,0,0,0,0,0,0,-88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5031
0,-67,-85,-88,-55,-80,-67,-70,-73,0,0,0,-85,0,-86,-71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5031
0,-74,-85,0,-51,-86,-55,0,-71,0,-77,0,-78,0,-80,-72,-77,0,0,0,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-79,0,0,0,0,0,0,0,0,0,5031
0,-75,-90,0,-53,0,-52,-68,0,0,-78,0,-83,0,-88,-78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5031
0,0,-82,-87,-57,0,-61,-64,-70,-71,-77,0,-79,0,-88,-76,0,0,-89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-87,-88,0,0,0,5031
0,-75,-80,-84,-60,0,-50,-65,-69,0,-83,0,-85,0,-89,-80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-90,0,0,0,0,0,0,5031
0,0,-83,-85,-59,-89,-54,-67,-77,0,0,0,-87,0,-84,-83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86,0,-85,-89,0,0,0,5031
0,-68,0,0,-53,0,-44,-61,-70,0,-78,0,-80,0,-86,-87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503
0,-63,-90,-90,-46,0,-52,-69,-73,0,-83,0,-87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503
0,-63,-89,0,-48,-89,-51,-70,-75,0,-79,0,-84,0,-89,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503
0,-72,0,0,-51,0,-45,-60,-71,0,-75,0,-83,0,-89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503
0,-73,0,0,-53,-89,-54,-61,-71,0,-78,0,-83,0,-90,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503
0,-75,0,0,-57,0,-55,-68,-68,0,-77,0,-84,0,-89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503
0,-76,0,0,-59,0,-56,-65,-71,-73,-79,0,-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503
-84,-81,-85,0,-67,0,-65,-55,-60,-62,-75,0,-81,0,-89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5041
0,-85,-90,0,-65,0,-68,0,-65,0,-66,0,-79,0,-80,0,0,0,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5041
0,-85,0,0,-73,0,-76,-57,-62,-62,-68,0,-69,0,-81,0,0,0,-86,0,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5041
0,-82,-87,0,-70,0,-69,-49,-55,0,-71,0,-77,0,-79,0,0,0,0,-90,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,0,0,0,0,5041
0,0,0,0,-79,0,0,-58,-60,0,-71,0,0,0,-75,-69,0,0,-82,0,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5041
-86,-80,-85,-86,-74,0,-69,-62,-60,0,-66,0,-69,-77,-81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86,0,0,0,0,-87,0,0,0,0,5041
-59,-74,-58,-60,-81,0,0,0,0,0,0,0,0,0,0,-80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-76,0,0,0,0,0,-82,0,0,0,0,-80,-73,0,-61,-74,5321
-65,-72,0,-59,-82,0,-82,-84,-90,0,0,0,0,0,0,-81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-87,0,0,0,0,0,0,0,0,0,0,0,-86,-79,-61,-71,-62,5321
-71,-72,-50,-59,-77,0,0,0,0,0,-87,0,0,0,0,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-90,0,0,0,0,-84,0,0,0,0,-85,-76,-80,0,-64,5321
-71,-68,-57,-65,-78,0,0,0,0,0,0,0,0,0,0,0,0,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-85,0,0,0,0,0,-86,0,0,0,0,0,-80,0,-74,0,5321
-63,-71,-59,-68,-79,0,0,-85,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-85,0,0,0,0,0,0,0,0,0,0,-84,-81,0,-72,-72,5321
-64,-73,-60,-69,-85,0,-87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-90,0,0,0,0,-74,-81,0,-85,0,-83,-82,-84,0,-69,5011
-79,-64,-65,0,-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-84,0,0,-86,0,-83,0,-77,0,5011
-76,-55,-71,0,-68,0,0,0,-89,-88,-87,0,-85,0,-88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81,0,0,0,0,0,0,0,0,0,5011
-78,-54,-74,0,-69,0,-74,-82,-86,0,-87,0,0,0,-88,-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5011
0,-51,-80,-81,-72,0,-81,0,-84,-87,-89,0,0,0,-89,-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-90,0,0,0,0,0,0,0,0,0,5011
-82,-55,0,-81,-75,0,-69,-81,-86,-83,-87,0,-85,0,-88,-76,0,0,0,0,-87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5021
0,-56,0,0,-61,0,0,0,-84,0,-83,0,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5021
0,-60,-79,0,-71,0,-69,0,-81,-87,-89,0,0,0,0,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-83,5021
0,-59,-80,0,-68,0,-71,-77,-84,-79,-85,0,-85,0,-83,-77,-86,0,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5021
-71,-62,0,0,-62,0,-66,0,-82,0,-87,0,0,0,-87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-89,0,0,-87,0,0,0,0,5031
-83,-76,-84,0,-58,0,-63,-63,-68,-73,-74,0,-77,-85,-81,0,-77,0,-87,0,-89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-89,0,0,0,0,0,0,0,0,0,5041
0,-85,0,0,-70,0,-68,-57,-65,-62,-71,0,-77,-78,-80,-73,-86,0,-84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5041
-88,-81,0,0,0,0,-69,-61,-56,-64,-65,0,-71,-79,-77,-70,-79,0,-86,0,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5041
0,-80,-84,0,-70,0,-65,-58,-54,-64,-67,0,-75,-80,-84,0,0,0,-90,0,-88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86,0,0,0,0,0,0,0,0,0,5041
-90,-87,0,0,-77,0,-78,0,-68,-68,-65,0,-66,-72,-74,0,0,0,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5041
0,-81,-89,-88,-78,0,-75,-67,-69,-70,-71,0,-81,-77,-86,0,-77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5041
0,-83,0,0,-72,0,-63,-55,-46,-52,-62,0,-67,-64,-75,-87,-86,-89,-87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504
0,-87,0,0,-68,0,-62,-51,-56,-59,-70,0,0,-78,-82,0,0,0,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504
0,-84,0,0,-68,0,-59,-52,-59,-62,-58,0,-69,-80,-77,0,-77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504
0,-85,0,0,-67,0,-63,-53,-53,-59,-59,0,-72,-84,-78,0,0,0,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504
0,-85,0,0,-68,0,-60,-50,-50,-61,-68,0,-72,-81,-77,-87,-88,0,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504
0,-81,0,0,-72,0,-61,-46,-52,0,-65,0,-71,-74,-76,-86,-75,0,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504
0,-83,0,0,-70,0,-61,-50,-47,-48,-64,0,-73,-71,-79,-88,0,0,-87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504
0,-84,0,0,-75,0,-64,-48,-50,0,-60,0,-66,-71,-81,0,0,0,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504
0,-75,0,0,-60,0,-61,-48,-53,-58,-55,0,-70,-78,-78,-86,0,0,-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504
0,-73,0,0,-59,0,-43,-59,-69,-64,-79,0,-82,0,-88,0,-89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503
0,-89,-90,0,-78,0,-74,-66,-74,-68,-65,0,-72,0,-75,0,-84,0,-87,0,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5051
0,0,0,0,-84,0,-83,-71,-69,-69,-63,0,-62,-62,-76,-75,-75,-78,-87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5051
0,0,0,0,-88,0,-84,-77,-77,0,-57,0,-56,-61,-67,-66,-75,-78,-81,0,-77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5051
0,0,0,0,-90,0,-84,-76,-71,0,-60,0,-51,-66,-70,-65,-68,-80,-82,-86,-64,0,0,-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5051
0,0,0,0,-84,0,-82,-76,-74,-80,-64,0,0,-69,-65,-71,-73,0,-80,-89,-77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5051
0,0,0,0,0,0,-81,-74,-67,-76,-59,0,-48,-46,-48,0,-53,-90,-79,0,-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505
0,0,0,0,-80,0,-78,-74,-73,-60,-58,0,-49,-53,-67,-83,-64,0,-80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505
0,0,0,0,-74,0,-71,-65,-65,-64,-51,0,-52,-60,-61,0,-70,0,-77,0,-84,0,0,0,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505
0,-81,0,0,-75,0,-71,-67,-65,0,-43,0,-50,0,-66,0,-71,-89,-81,0,0,0,0,0,-86,0,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505
0,-83,0,0,-65,0,-65,-57,-57,-69,-47,0,-56,-72,-63,-86,-69,0,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505
0,0,0,0,-82,0,0,-67,-62,-60,-50,0,-53,-56,-58,0,-67,0,-77,0,-87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505
0,-87,0,0,0,0,-70,-57,-58,-70,-49,0,-56,-63,-69,0,-69,0,-77,0,-83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505
0,0,0,0,0,0,-67,-68,-63,-65,-56,0,-50,-58,-63,0,-69,0,-69,0,-83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505
-90,0,0,0,0,0,-88,-82,-76,-81,-68,0,-66,-71,-63,-62,-69,-67,-79,-88,-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5061
0,0,0,0,0,0,-89,-84,-80,-81,-71,0,-70,0,-57,-71,-74,-78,-79,-87,-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5061
-89,0,-89,0,0,0,-83,-76,-77,0,-66,0,-62,-74,-56,-66,-66,0,-75,-82,-68,-88,0,-89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81,0,0,0,0,0,0,0,0,0,5061
0,0,0,0,-88,0,-90,-88,-81,0,-73,0,-64,0,-60,-69,-56,0,-74,-80,-76,-84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5061
0,0,0,0,0,0,0,-80,-85,-85,-75,0,-66,-77,-70,-77,-74,-82,-58,0,-84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5072
0,0,0,0,-89,0,-86,-82,-80,-85,-67,0,-62,-74,-71,-76,-70,-78,-63,-85,-80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5072
0,0,0,0,-87,0,-88,-88,-77,0,-73,0,-62,-84,-63,-71,-73,-64,-67,-85,-77,-90,0,-84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5072
0,0,0,0,0,0,0,-83,-77,-75,-76,0,-77,-77,-63,-69,0,-76,-59,-82,-79,-89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5072
0,0,0,0,0,0,-86,-82,-78,0,-77,0,-58,-68,-64,0,0,-76,-71,-81,-72,-82,-90,-80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5072
0,0,-88,0,-89,0,0,-82,-81,-81,-73,0,-69,-72,-59,-87,-67,-65,-73,-79,-73,0,0,-84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81,0,0,0,0,0,0,0,0,0,5071
0,0,0,0,-86,0,-85,-82,-80,-82,-64,0,-71,-83,-59,-61,-80,-68,-75,-80,0,-80,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5071
0,0,0,0,0,0,0,-87,-87,0,-73,0,-75,-83,-64,-65,-68,-67,-66,-79,-70,-87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5071
0,0,0,0,0,0,-90,0,-82,0,-70,0,0,-79,-59,-71,-61,-74,-71,-77,-59,-88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5081
0,0,0,0,0,0,0,0,-88,0,-82,0,-74,0,-71,0,-80,-70,-76,-73,-54,-80,-88,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5081
0,0,0,0,0,0,0,0,0,-90,-85,0,-84,-90,-71,-81,0,-82,0,-73,-62,-77,-80,-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5081
0,0,0,0,0,0,0,-90,0,0,-81,0,-80,-87,-68,-75,-73,-82,-80,-75,-65,-84,-89,-81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5081
0,0,0,0,0,0,0,0,0,0,-84,0,-86,-89,-71,-78,-81,-72,-81,-67,-69,-76,-86,-81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5081
0,0,0,0,0,0,0,0,0,0,0,0,-86,0,-80,0,-84,-80,-84,-66,-70,-71,-81,-74,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5081
0,0,0,0,0,0,0,0,0,0,-87,0,-88,0,-80,-81,-79,-78,-81,-69,-69,-72,-83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5091
0,0,0,0,0,0,0,0,0,0,-84,0,-78,-86,0,-77,-83,-80,-82,-64,-65,-73,-78,-74,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5091
0,0,0,0,0,0,0,0,0,0,-89,0,-88,-90,-81,-84,0,-85,-84,-70,-74,-79,-89,-79,0,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5091
0,0,0,0,0,0,0,0,0,0,-88,0,-86,-88,-78,-84,0,-81,-84,-71,-77,-71,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5091
0,0,0,0,0,0,0,0,0,0,0,0,-89,0,-87,-83,0,-89,-84,-69,-79,-62,-73,-68,-86,0,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5091
0,0,0,0,0,0,0,0,0,0,-88,0,0,0,-86,-85,0,-82,0,-69,-74,-66,-82,-67,-77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5091
0,0,0,0,0,0,0,0,0,0,0,0,-90,0,0,-82,-86,-85,-88,-70,-80,-59,-75,-56,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535
0,0,0,0,0,0,0,0,0,0,0,0,-89,0,0,-90,0,0,0,-75,-84,-66,-79,-71,-74,0,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535
0,0,0,0,0,0,0,0,0,0,0,0,-84,0,0,0,0,0,0,-80,-90,-71,-84,-72,-78,0,-88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535
0,0,0,0,0,0,0,0,0,0,0,0,-87,0,0,-90,0,0,0,-74,-82,-74,-84,0,-79,0,-89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535
0,0,0,0,0,0,0,0,0,0,-78,0,-71,-88,0,-89,0,0,0,-80,0,-73,-85,-75,-76,0,-81,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535
0,0,0,0,0,0,0,0,0,0,0,0,-82,0,0,0,0,0,0,-81,0,-70,0,0,-73,-75,-81,-77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535
0,0,0,0,0,0,0,-88,-89,0,-74,0,-76,0,0,0,0,0,0,-83,-86,-72,0,-71,-84,0,-89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535
0,0,0,0,0,0,0,0,-88,-69,-75,0,-74,0,0,-89,-87,0,0,-86,-86,-74,-85,-75,-79,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535
0,0,0,0,0,0,0,0,0,0,-82,0,-87,0,0,0,0,0,0,-74,-88,0,-87,0,-78,0,-78,-84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535
0,0,0,0,0,0,0,-90,0,0,-82,0,-74,0,-87,0,-87,0,0,-75,0,-77,0,-74,-68,-71,0,-78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535
0,0,0,0,0,0,0,0,0,0,-80,0,-67,-88,-89,0,-88,0,0,-74,-89,-81,0,0,-70,-60,-86,-73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5121
0,0,0,0,0,0,0,0,-90,0,-75,0,-78,-74,0,0,-87,0,0,-78,0,0,0,-77,-71,-79,-78,-77,0,-89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5121
0,0,0,0,0,-90,0,0,-89,0,-74,0,-72,-80,0,0,-90,0,0,-86,0,-85,-83,-79,-60,-56,-72,-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5121
0,0,0,0,0,-84,0,0,0,0,-88,0,-90,0,0,0,0,0,0,-89,0,-73,-61,-77,-62,0,-71,-74,0,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5121
0,0,0,0,0,0,0,-88,-87,0,-71,0,-69,-76,0,-89,-86,0,0,-90,0,-79,0,0,-84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538
0,0,0,0,0,0,0,0,0,0,-79,0,-81,0,-87,0,0,0,0,-78,-87,-78,0,-75,-77,-81,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538
0,0,0,0,0,0,0,-89,-82,-79,-72,0,-64,-71,-78,-86,-81,-88,0,0,-84,0,0,0,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538
0,0,0,0,-83,0,-84,-76,-69,-68,-57,0,-58,0,-65,-70,-76,0,-79,0,-81,0,0,0,-89,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538
0,0,0,0,0,0,-89,-84,-78,0,-76,0,-57,-61,-84,-73,-75,0,-87,0,-82,0,0,0,-84,-83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538
0,0,0,0,-86,0,-83,-74,-71,-73,-55,0,-57,0,-69,-69,-68,0,-83,-90,0,0,0,0,-88,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538
