AP1,AP2,AP3,AP4,AP5,AP6,AP7,AP8,AP9,AP10,AP11,AP12,AP13,AP14,AP15,AP16,AP17,AP18,AP19,AP20,AP21,AP22,AP23,AP24,AP25,AP26,AP27,AP28,AP29,AP30,AP31,AP32,AP33,AP34,AP35,AP36,AP37,AP38,AP39,AP40,AP41,AP42,AP43,AP44,AP45,AP46,AP47,AP48,AP49,Room
0,0,0,0,0,0,0,-86,-85,-89,-72,0,-67,-71,-79,-89,-79,0,0,-90,0,0,0,0,-79,-84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538
0,0,0,0,0,0,0,0,0,0,-88,0,-85,0,-83,-83,-82,-84,-86,-66,-72,-65,-76,0,-88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5101
0,0,0,0,0,0,0,0,0,0,-89,0,-89,0,0,-87,0,0,-83,-77,-79,-65,-76,-60,0,-81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5101
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-87,0,0,-77,-83,-61,-68,-60,-78,-85,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5101
0,0,0,0,0,-88,0,0,0,0,0,0,-90,0,0,-85,0,-86,-86,-71,-79,-56,-67,0,-67,-70,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5101
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-84,0,0,0,-75,-79,-72,-57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81,0,0,-87,-74,-83,-61,-48,-59,0,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82,-69,-79,-63,-51,-66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-83,0,-84,-87,-74,-79,-66,-50,-68,0,0,0,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82,-63,-78,-50,-49,0,-90,0,0,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-87,0,0,-90,-81,-85,-66,-61,-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86,0,-89,0,-78,-84,-73,-66,-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81,0,0,-84,-74,-74,-66,-57,-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80,0,-89,-82,-72,-80,-67,-64,-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82,0,-85,-85,-77,-74,-75,-60,-68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-89,0,0,0,0,-82,-86,-72,-71,-70,-76,-73,-82,-79,-88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5111
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-83,0,0,0,-89,-77,-81,-64,-68,-67,-66,0,0,-85,-87,0,-87,0,0,-88,-88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5111
0,0,0,0,0,0,0,0,0,0,0,0,-89,0,-83,-84,0,-85,-87,-77,-82,-63,-72,0,-76,0,-83,-87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5111
0,0,0,0,0,-85,0,0,0,0,0,0,0,0,-89,-90,0,0,0,-80,-79,-64,-75,-67,0,-87,-85,-80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5111
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-89,0,0,0,0,0,-88,-70,-62,-82,-68,0,-80,0,-89,0,0,0,0,0,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5121
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-89,0,0,0,-79,-85,-64,-71,0,-64,0,-76,-85,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5121
-85,0,0,0,0,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82,-73,-72,-51,-47,-68,-76,-90,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5121
0,0,0,0,0,-77,0,0,0,0,-84,0,-82,0,0,0,0,0,0,-90,0,-78,-67,-90,-55,-55,-71,0,0,0,0,0,0,-88,-88,-89,-90,0,0,0,0,0,0,0,0,0,0,0,0,5121
0,0,0,0,0,-81,0,0,0,0,-85,0,-84,0,0,0,0,0,0,-90,0,-73,-73,0,-58,-62,-70,-81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5121
0,0,0,0,0,-81,0,0,0,0,0,0,0,0,-90,0,0,0,0,0,0,0,-79,0,-73,0,-64,-70,-81,-84,0,0,0,0,-88,-90,-90,0,0,0,0,0,0,0,0,0,0,0,0,5121
0,0,0,0,0,-81,0,0,0,0,0,0,-88,-87,0,0,0,0,0,-90,0,-82,-68,0,-78,-68,-60,-65,-82,0,0,0,0,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5121
-84,0,0,0,0,0,0,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,-89,-85,0,-77,-66,-56,-59,-85,-72,-82,-89,-85,-88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5121
-90,0,0,0,0,-71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-73,-70,-52,-62,-82,0,-88,0,0,-87,-89,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,5131
0,0,0,0,0,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-84,-72,-87,-75,0,-52,0,-84,-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5131
-88,0,0,0,-89,-71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86,-87,-66,-65,-52,-52,-83,-80,0,0,-82,-87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5131
0,0,0,0,-87,-64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-85,0,-72,0,-55,0,-87,-69,-85,0,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5131
0,0,0,0,0,-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-89,-76,0,-73,-73,-57,0,0,0,-82,0,-89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5131
-88,0,0,0,0,-64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-73,0,-78,0,-62,0,-78,-64,-79,0,-86,-87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5141
0,0,0,0,-88,-63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-88,-87,0,-75,0,-68,0,-82,0,-85,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5141
-86,0,0,0,-80,-63,-81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81,0,-83,0,-67,0,-74,0,-81,0,-83,-84,0,0,0,0,0,-90,0,0,0,0,0,0,0,0,0,5141
0,-88,0,0,-79,-49,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-84,0,-76,0,-77,0,0,0,-89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5141
-86,0,0,0,-80,-54,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82,0,-84,-80,-71,-73,-75,0,-73,-83,-79,-85,-87,-85,0,0,0,-89,0,0,0,0,0,0,0,-83,0,5141
0,0,0,0,-84,-63,-88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-90,0,-87,-85,-75,-72,-75,-64,0,0,-87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5141
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-74,0,0,-80,-53,-69,-58,-67,-58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-72,0,-77,-81,-59,-67,-74,-69,-58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80,0,-77,-78,-69,-71,-68,-73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82,0,-83,-83,-66,-78,-57,-72,-60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71,0,-87,-79,-55,-66,-52,-63,-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-66,-87,-73,-75,-42,-61,-65,-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64,0,-78,-70,-50,-59,-64,-73,-63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-69,-83,-72,-79,-53,-60,-70,-81,-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-68,0,-77,-76,-53,-62,-67,-75,-60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-75,0,0,-77,-46,-69,-59,-73,-61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49,0,-66,-77,-39,-60,-65,-75,-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80,-55,-79,-69,-65,-61,-40,-71,-76,-78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-84,-61,-82,-60,-61,-50,-46,-64,-72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-49,0,-69,-57,-55,-52,-70,-69,-75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-56,-87,-65,-75,-61,-56,-75,-81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508
0,0,0,0,0,0,0,0,0,0,-84,0,0,0,-82,-61,0,-64,-62,-60,-53,-61,-77,-68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508
0,0,0,0,0,0,0,0,0,0,-79,0,0,0,-75,-54,-83,-64,-64,-48,-45,-60,-66,-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508
