AP1,AP2,AP3,AP4,AP5,AP6,AP7,AP8,AP9,AP10,AP11,AP12,AP13,AP14,AP15,AP16,AP17,AP18,AP19,AP20,AP21,AP22,AP23,AP24,AP25,AP26,AP27,AP28,AP29,AP30,AP31,AP32,AP33,AP34,AP35,AP36,AP37,AP38,AP39,AP40,AP41,AP42,AP43,AP44,Room
-62,-50,-72,-60,-82,0,0,0,0,-80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82,-78,-64,-65,0,0,-77,0,0,0,-83,0,-76,-69,-59,-60,-66,0,4331
-64,-52,0,-60,-83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-78,0,-61,0,0,0,-78,0,0,0,-76,0,-75,-72,-67,-55,-62,0,4331
-72,-45,0,-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-68,-61,-67,0,0,-83,0,0,0,-77,0,0,-72,-68,-56,-62,0,4331
-60,-49,0,-60,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-76,-53,-59,-63,0,0,-76,0,0,0,-77,0,-77,-71,-67,-56,-62,-70,4331
-73,-40,-84,-89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-79,0,-64,-53,0,0,-84,0,0,0,0,0,0,-86,-64,-65,-72,-72,437
-70,-42,0,-75,-81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-72,-72,-55,-48,0,0,-68,0,-87,0,0,0,0,-83,-67,-66,-66,0,437
-77,-41,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-73,-64,-58,-52,0,0,-79,0,-85,0,0,0,0,-84,-70,-63,-83,-76,437
-78,-42,-83,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-83,0,-72,-65,-56,-49,0,0,-76,0,-83,0,0,0,0,0,-68,-68,-79,0,437
-70,-43,-82,-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86,0,-75,-75,-51,-53,-81,0,-59,0,-81,0,0,0,0,0,-72,-64,-74,0,437
-84,-47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-79,-68,-60,-52,-57,-86,0,-74,0,-85,0,0,0,0,0,-68,-64,-85,0,437
-78,-47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-78,-79,-60,-55,-55,-56,-81,0,-80,0,-84,0,0,0,0,0,-71,-71,-88,0,437
-61,-35,-80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-75,-67,-61,-45,0,0,-68,0,0,0,0,0,0,-83,-63,-58,-77,-72,437
-54,-44,-76,-75,-80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-78,-81,-66,-64,0,0,0,0,0,0,0,0,0,-81,-67,-57,-65,0,437
-75,-55,-79,-69,-83,0,0,0,0,-80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-78,-60,0,0,0,0,0,-79,-79,0,0,-81,-61,-47,-54,0,4321
-77,-64,0,-65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-84,0,0,0,0,0,0,-61,-81,0,-78,-63,-60,-55,-55,0,4321
-80,-62,0,-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81,-74,0,0,0,0,0,-79,0,0,0,0,-55,-57,-64,0,4321
-84,-69,-82,-63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80,-70,0,0,0,0,0,0,-79,0,0,-68,-70,-51,-60,0,4321
-85,-74,0,-72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-78,0,0,0,0,-77,-73,0,-73,-61,-74,-77,-61,0,4311
-79,-74,0,-62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-87,-79,0,0,0,0,0,-69,0,-71,-57,-76,-76,-46,0,4311
-89,-75,0,-77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-79,0,0,0,0,-79,-70,0,-68,-54,-78,-75,-52,0,4311
-87,-72,0,-71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81,-80,0,0,0,0,-85,-69,0,-76,-63,-70,-74,-52,-82,4311
0,-80,0,-57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-78,0,0,0,0,-80,-74,0,-71,-52,-76,-76,-61,-91,4301
0,-77,0,-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81,0,0,0,0,0,-71,-83,-66,-54,-83,-77,-59,0,4301
-86,-79,0,-64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86,-83,0,0,0,0,0,-73,-79,-67,-51,-77,-81,-56,0,4301
-83,-73,0,-62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-70,-82,0,-59,-57,-76,-77,-55,0,4301
-84,-70,0,-62,0,0,0,0,0,-83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71,-78,0,-60,-57,0,-76,-51,0,4301
-94,-84,0,-65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-78,-70,-72,-62,-53,0,-86,-74,-93,4291
0,-83,0,-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-85,0,0,0,0,-77,-71,-75,-69,-52,0,0,-65,0,4291
0,-82,0,-63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-74,-71,-77,-62,-52,0,0,-74,0,4291
0,-83,0,-63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-79,-71,-75,-59,-53,0,0,-74,0,4291
0,0,0,-65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-73,-70,-75,-68,-73,0,0,-79,0,4291
0,-79,0,-63,0,0,0,0,0,-84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-69,-75,-72,-68,-55,0,-85,-76,-90,4281
0,-82,0,-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-68,-73,-65,-75,-60,0,0,-68,0,4281
0,-85,0,-66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-78,-68,-64,-68,-64,0,0,-72,0,4281
0,-81,0,-58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-89,0,0,0,0,0,-54,-62,-56,-67,-59,0,-82,-74,0,4271
0,-84,0,-57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-84,0,0,0,0,0,-65,-58,-74,-74,0,0,-80,0,4271
0,-85,0,-58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-84,0,0,0,0,-72,-66,-59,-69,-73,0,0,-79,0,4271
0,-82,0,-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81,0,0,0,0,-73,-63,-56,-75,-77,0,0,-88,0,4271
0,-84,0,-52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80,0,0,0,0,-70,-62,-56,-73,-74,0,0,-80,0,4271
0,-81,0,-53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-78,-79,0,0,0,-52,-54,-66,0,-72,0,-85,-82,0,4261
0,0,0,-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80,-78,0,0,0,-58,-59,-67,0,-73,0,0,-80,-89,4261
0,-82,0,-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-83,0,0,0,0,-59,-56,-64,-71,-67,0,-84,-80,0,4261
0,-80,0,-53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80,0,0,0,0,-58,-56,-62,-76,-66,0,-84,-86,0,4261
-90,-79,0,-54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80,0,0,0,0,-60,-55,-64,-75,-66,0,-85,-86,-87,4261
0,-73,0,-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82,0,-85,0,-48,-68,0,0,-65,-69,0,0,0,0,0,0,0,0,4251
0,-78,0,-68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82,-90,-71,0,-52,-66,0,-77,-63,-75,0,0,0,0,0,0,0,0,4251
0,-75,0,-67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80,-89,-73,0,-51,-65,0,0,-63,-77,0,0,0,0,0,0,0,0,4251
0,-74,0,-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80,0,-72,0,-51,-65,0,-76,-62,-68,0,0,0,0,0,0,0,0,4251
0,-74,0,-72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91,0,0,0,0,0,0,-78,-85,-76,0,-51,-62,0,-79,-63,-75,0,0,0,0,0,0,0,0,4251
0,-73,0,-84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-88,0,0,0,0,0,0,-79,0,-77,0,-59,-53,0,-76,-57,-86,0,0,0,0,0,-83,0,0,4241
0,-75,0,-77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-78,0,-80,0,-51,0,-69,0,-56,0,0,0,0,0,0,-86,0,0,4241
0,-77,0,-81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-84,0,0,0,-79,0,-78,0,-50,-50,0,-70,-60,0,0,0,0,0,0,0,0,0,4241
0,-76,0,-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-84,-91,-76,0,-66,-72,-72,-63,-65,0,0,0,0,0,0,0,0,0,4231
0,-78,0,-87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-89,0,0,0,0,0,0,-82,-82,-76,0,-63,-63,0,-59,-65,0,0,0,0,0,0,0,0,0,4231
0,-76,0,-87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-90,0,0,0,0,0,0,-83,0,-78,0,-66,-62,0,0,-68,-90,0,0,0,0,0,0,0,0,4231
0,-76,0,-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-83,0,-77,0,-71,-61,-69,-61,-67,-87,0,0,0,0,0,0,0,0,4231
0,-80,0,-84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-84,0,-80,0,-70,-61,-74,-61,-66,0,0,0,0,0,0,0,0,0,4231
-88,-65,0,-86,0,0,0,0,0,0,0,0,0,0,-86,0,0,0,0,-89,0,0,0,0,-81,0,-79,0,-71,-85,-69,0,-68,-60,-59,0,0,0,0,0,0,-88,0,0,4221
0,-73,0,-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82,0,-72,-82,-70,-76,-61,-54,-61,0,0,0,0,0,0,-85,0,0,4221
0,-63,0,-85,0,0,0,0,0,0,0,0,0,0,-85,0,0,0,0,-90,0,0,0,0,0,0,-78,-74,-75,0,-70,0,-65,-53,-57,0,0,0,0,0,0,0,0,0,4221
-90,-62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-92,0,0,0,0,-83,0,-78,-84,-76,-77,-68,0,-73,-57,-57,0,0,0,0,0,0,-86,0,0,4221
0,-69,0,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-87,0,0,0,0,0,0,-78,0,-64,0,-79,-77,-62,0,-61,-91,0,0,0,0,0,-84,0,0,4211
-90,-70,0,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-89,0,0,0,0,0,0,-76,-70,-62,0,-73,-77,-62,0,-59,0,0,0,0,0,0,-81,0,0,4211
0,-68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-78,-68,-62,0,-71,0,-50,-60,-61,0,0,0,0,0,0,-84,0,0,4211
0,-71,0,-83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-89,0,0,0,0,0,0,-77,-77,-64,0,-72,-80,-61,-61,-59,0,0,0,0,0,0,-82,0,0,4211
-86,-56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-69,-73,-74,0,-75,-72,0,-60,-69,-71,0,0,0,0,0,0,-80,-91,0,4201
-85,-60,0,-86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-90,0,0,0,0,-77,0,-68,-73,-57,-79,-73,0,-61,-75,-70,0,0,0,0,0,0,-79,0,0,4201
-82,-53,0,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86,-83,0,0,0,0,-79,-73,-72,-77,-63,-78,-72,0,-49,0,-75,0,0,0,0,0,0,-81,-84,0,4201
-79,-55,0,-80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-69,-75,-57,-82,-75,0,-45,-71,-74,0,0,0,0,0,0,-83,0,0,4201
-73,-39,0,-82,0,0,0,0,0,0,0,0,0,0,-83,0,0,0,-84,-80,0,0,0,0,0,0,-66,-65,-49,-54,-81,0,-63,0,-77,0,0,0,0,0,-70,-66,0,0,4191
-70,-40,0,-84,0,0,0,0,0,0,0,0,0,0,-83,0,0,0,-86,-82,0,0,0,0,0,0,-68,-65,-51,-54,-81,0,-63,0,-81,0,0,0,0,0,-70,-73,-78,0,4191
-77,-48,0,-92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-88,0,0,0,0,-78,0,-71,-58,-56,-61,-80,0,-72,0,-78,0,0,0,0,-88,0,-72,0,0,4191
-76,-45,-85,-91,0,0,0,0,0,0,0,0,0,0,-86,0,0,-93,0,-90,0,0,-86,0,-78,0,-69,-60,-56,-64,-82,0,-71,0,-83,0,0,0,0,0,0,-72,0,0,4191
-75,-56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-79,0,0,0,0,-78,-76,-63,-68,-57,-59,0,0,-76,0,0,0,0,0,0,0,-74,-78,0,-79,4181
-75,-50,0,0,0,0,0,0,0,0,0,0,0,0,-88,0,0,0,0,-86,0,0,0,0,-79,-73,-64,-63,-60,-60,-83,0,-81,0,0,0,0,0,0,0,-72,-76,0,0,4181
-76,-55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81,0,0,0,0,-78,0,-64,0,-60,-64,-83,0,-73,0,0,0,0,0,0,0,-70,-76,0,0,4181
-77,-54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80,0,0,0,0,-78,0,-62,-74,-59,-60,-83,0,-73,0,0,0,0,0,0,0,-74,-77,0,-75,4181
0,-65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-83,-79,-85,0,0,0,-79,-65,-56,-68,-66,-76,-82,0,-78,0,0,0,0,0,0,0,0,0,0,0,4171
-91,-64,0,0,0,0,0,0,0,0,0,0,0,0,-85,0,0,0,0,-84,0,0,0,0,-81,-60,-58,-67,-59,0,-83,0,-82,0,0,0,0,0,0,0,0,-86,0,0,4171
-89,-61,0,0,0,0,0,0,0,0,0,0,0,0,-88,0,0,0,0,-83,0,0,0,0,-76,-59,-60,-68,-60,-73,-83,0,-81,0,0,0,0,0,0,0,0,0,0,0,4171
0,-60,0,0,0,0,0,0,0,0,0,0,0,0,-86,0,0,0,0,-87,0,0,0,0,-82,-59,-58,-72,-61,-73,-83,0,-84,0,-87,0,0,0,0,0,0,-86,0,0,4171
0,-76,0,0,0,0,0,0,0,0,0,0,0,0,-86,0,0,0,0,-77,0,0,-71,0,-66,-60,-57,0,-68,-79,0,0,-88,0,0,0,0,0,0,0,0,0,0,0,4161
0,-74,0,0,0,0,0,0,0,0,0,0,0,0,-83,0,0,0,-80,-78,0,0,-69,0,-64,0,-61,-86,-68,-82,0,0,-83,0,0,0,0,0,0,0,0,0,0,0,4161
0,-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80,-76,0,0,-69,0,-66,-58,-58,0,-72,0,0,0,-81,0,0,0,0,0,0,0,0,0,0,0,4161
0,-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81,-79,-83,0,-68,0,-65,-62,-59,-86,-72,-79,0,0,-81,0,0,0,0,0,0,0,0,0,0,0,4161
0,0,0,0,0,0,0,0,0,0,0,0,-64,-51,-43,0,0,0,-60,-57,0,-66,0,0,-72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413
0,0,0,0,0,0,0,0,0,0,0,0,-52,-53,-47,0,0,0,-66,-68,-79,0,-83,0,-75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413
0,0,0,0,0,0,0,0,0,0,0,0,-69,-57,-50,0,0,0,-73,-69,0,0,0,0,-73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413
0,0,0,0,0,0,0,0,0,0,0,0,-65,-61,-48,0,0,0,-75,-69,0,0,0,0,-72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413
0,0,0,0,0,0,0,0,0,0,0,0,-71,-68,-50,0,0,0,-69,-72,0,-77,0,0,-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413
0,0,0,0,0,0,0,0,0,0,0,0,-68,-60,-47,0,0,0,-70,-69,-71,-77,0,0,-77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413
0,0,0,0,0,0,0,0,0,0,0,0,-69,-64,-43,0,0,0,-75,-66,0,0,0,0,-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413
0,0,0,0,0,0,0,0,0,0,0,0,-73,-61,-40,0,0,0,-65,-63,-77,0,0,0,-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413
0,0,0,0,0,0,0,0,-87,-77,0,-68,0,0,0,-58,-73,-73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408
0,0,0,0,0,0,0,0,0,-81,0,-70,0,0,0,-56,-78,-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408
0,0,0,0,0,0,0,0,0,-78,0,-73,0,0,0,-63,-73,-70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408
0,0,0,0,0,0,-86,0,-87,-78,0,-65,0,0,0,-49,-70,-67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408
0,0,0,0,0,0,0,0,0,-77,0,-74,0,0,0,-60,-75,-71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408
0,0,0,0,0,0,0,0,0,-80,0,-75,0,0,0,-59,-73,-72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408
0,0,0,0,0,0,0,0,0,-84,0,-49,0,0,0,-45,-67,-60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409
0,0,0,0,0,0,0,0,0,0,0,-67,0,0,0,-44,-57,-64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409
0,0,0,0,0,0,0,0,0,0,0,-53,0,0,0,-48,-67,-63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409
0,0,0,0,0,0,0,0,0,0,0,-61,0,0,0,-56,-72,-71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409
0,0,0,0,0,0,0,0,0,-84,0,-52,0,0,0,-46,-58,-63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409
0,0,0,0,0,0,0,0,0,-88,0,-64,0,0,0,-47,-69,-64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409
0,0,0,0,0,0,0,0,0,0,0,-72,-70,-83,0,-53,-46,-61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410
0,0,0,0,0,0,0,0,0,0,0,-59,0,0,0,-49,-53,-57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410
0,0,0,0,0,0,0,0,0,0,0,-71,0,0,0,-59,-53,-60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410
0,0,0,0,0,0,0,0,0,0,0,-72,0,0,0,-67,-58,-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410
0,0,0,0,0,0,0,0,0,0,0,-69,0,0,0,-68,-55,-65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410
0,0,0,0,0,0,0,0,0,0,0,-62,0,0,0,-55,-57,-60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410
0,0,0,0,0,0,0,0,0,0,0,-67,-81,0,0,-60,-49,-67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410
0,0,0,0,0,0,0,0,0,0,0,-66,0,0,0,0,-53,-60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410
0,0,0,0,0,-71,-66,-74,-69,-74,0,0,-82,-78,0,-84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439
0,0,0,0,0,-77,-72,-82,-79,-79,0,0,-78,-65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439
0,0,0,0,0,0,-73,-77,-72,-81,0,0,0,-81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439
0,0,0,0,0,-83,-69,-80,-72,-72,0,0,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439
0,0,0,0,0,0,0,0,-80,0,0,0,-70,-77,0,-63,-67,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440
0,0,0,0,0,0,0,0,0,-82,0,0,-63,-70,0,-63,-76,-69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440
0,0,0,0,0,0,0,0,-84,-76,0,-71,-64,-86,0,-53,-62,-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440
0,0,0,0,0,0,0,0,0,0,0,0,-71,-82,0,-54,-66,-76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440
0,0,0,0,0,0,0,0,0,0,0,-78,-65,-72,0,-60,-69,-78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440
0,0,0,0,0,0,0,0,0,-82,-69,-82,-77,-84,-81,-70,-73,-86,0,-92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440
0,0,0,0,0,0,0,0,0,-78,0,-77,-74,-72,-81,-67,-75,-72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440
0,0,0,0,0,0,0,0,-79,-81,0,-77,-78,-79,0,-68,-73,-89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440
0,0,0,0,0,0,0,0,-84,0,0,-73,-72,-63,-81,-64,-69,-75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440
0,0,0,0,0,0,0,0,-86,0,0,-71,-74,-72,0,-62,-60,-71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440
0,0,0,0,0,0,0,0,0,-79,0,-76,-63,0,0,-58,-62,-73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440
0,0,0,-64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-77,-75,0,0,-86,-68,0,0,0,0,0,0,0,0,436
0,0,0,-60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71,-77,0,0,-82,-67,-76,0,0,0,0,0,0,0,436
0,0,0,-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-69,-77,0,0,-79,-70,-75,0,0,-84,0,0,0,0,436
0,0,0,-56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-74,-75,-90,-84,-85,-60,-69,0,0,-84,0,0,0,0,436
0,0,0,-51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-74,-74,-84,0,-82,-65,-75,0,0,-82,0,0,-81,0,436
0,0,0,-48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-59,-75,-81,0,-81,-49,0,-69,0,-85,0,0,0,0,436
0,0,0,-52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-68,-64,0,-79,-80,-58,-82,0,0,0,0,0,0,0,436
0,0,0,-53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65,-69,0,0,-81,0,-82,0,0,0,0,0,0,0,436
0,0,0,-55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-66,-72,0,-79,-80,-74,-78,0,0,0,0,0,0,0,436
-81,-83,-82,-44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-56,-67,0,0,-82,-58,-66,0,0,-66,0,-82,-76,0,438
